model-1679639340,1679639340.083,0.0,4.002,0.5,3.9902
model-1679639340,1679639340.083,0.5,3.9905,1.0,3.961
model-1679639340,1679639340.084,0.5,3.968,0.0,3.9709
model-1679639340,1679639340.085,0.0,3.9733,0.0,3.9836
model-1679639340,1679639340.086,0.0,3.9839,0.0,3.9735
model-1679639340,1679639340.087,0.5,3.9682,0.0,3.9962
model-1679639340,1679639340.087,0.5,3.9766,0.0,3.9753
model-1679639340,1679639340.088,0.0,3.989,0.0,3.9882
model-1679639340,1679639340.089,0.0,3.9764,0.0,3.9706
model-1679639340,1679639340.09,0.0,3.9864,0.0,3.9789
model-1679639340,1679639340.09,0.5,3.9639,0.0,3.9762
model-1679639340,1679639340.091,0.0,3.9746,0.5,3.9716
model-1679639340,1679639340.092,0.0,3.9977,0.0,3.988
model-1679639340,1679639340.093,0.5,3.9684,0.0,3.9778
model-1679639340,1679639340.094,0.5,3.9727,0.0,3.9846
model-1679639340,1679639340.094,0.0,3.9837,0.0,3.9894
model-1679639340,1679639340.095,0.0,3.9931,0.0,3.9853
model-1679639340,1679639340.096,0.5,3.9608,0.5,3.968
model-1679639340,1679639340.097,0.0,3.9832,0.0,3.9762
model-1679639340,1679639340.098,0.0,3.9917,0.0,3.9802
model-1679639340,1679639340.099,0.0,3.9678,0.0,3.992
model-1679639340,1679639340.099,0.0,3.9777,0.5,3.9828
model-1679639340,1679639340.1,0.5,3.979,0.0,3.992
model-1679639340,1679639340.101,0.5,3.9746,0.5,3.9668
model-1679639340,1679639340.102,0.5,3.9843,0.5,3.9682
model-1679639340,1679639340.103,0.5,3.9685,0.0,3.9777
model-1679639340,1679639340.103,0.5,3.9607,1.0,3.9518
model-1679639340,1679639340.104,0.0,3.973,0.0,3.9975
model-1679639340,1679639340.105,1.0,3.9582,0.5,3.9674
model-1679639340,1679639340.106,0.0,3.9915,0.0,3.9747
model-1679639340,1679639340.106,0.5,3.9758,0.5,3.9689
model-1679639340,1679639340.107,0.0,3.973,0.5,3.9659
model-1679639340,1679639340.108,0.0,3.9832,0.5,3.9684
model-1679639340,1679639340.109,0.0,3.9786,0.5,3.9708
model-1679639340,1679639340.11,0.5,3.9659,0.5,3.9642
model-1679639340,1679639340.11,0.0,3.9806,1.0,3.9654
model-1679639340,1679639340.111,0.5,3.9758,0.5,3.9607
model-1679639340,1679639340.112,1.0,3.9527,1.0,3.9659
model-1679639340,1679639340.113,0.5,3.972,0.5,3.9618
model-1679639340,1679639340.113,0.0,3.9766,1.0,3.9609
model-1679639340,1679639340.114,0.5,3.9637,0.5,3.9615
model-1679639340,1679639340.115,0.5,3.9767,1.0,3.9664
model-1679639340,1679639340.116,1.0,3.959,0.0,3.9801
model-1679639340,1679639340.117,0.0,3.9814,0.0,3.9721
model-1679639340,1679639340.118,0.5,3.968,1.0,3.9494
model-1679639340,1679639340.118,0.5,3.966,1.0,3.9482
model-1679639340,1679639340.119,0.0,3.973,1.0,3.9534
model-1679639340,1679639340.12,0.0,3.9893,0.5,3.9609
model-1679639340,1679639340.12,1.0,3.9478,0.5,3.9544
model-1679639340,1679639340.121,0.0,3.9823,0.5,3.9655
model-1679639340,1679639340.122,0.0,3.9753,0.0,3.9842
model-1679639340,1679639340.123,0.5,3.971,0.0,3.9842
model-1679639340,1679639340.124,1.0,3.9453,0.0,3.99
model-1679639340,1679639340.124,0.5,3.9766,1.0,3.944
model-1679639340,1679639340.125,0.5,3.9636,0.0,3.9866
model-1679639340,1679639340.126,0.0,3.9769,0.5,3.9585
model-1679639340,1679639340.126,0.0,3.986,0.5,3.9666
model-1679639340,1679639340.127,0.5,3.9708,0.5,3.9754
model-1679639340,1679639340.128,0.5,3.9734,0.5,3.9602
model-1679639340,1679639340.129,0.5,3.9583,0.5,3.9705
model-1679639340,1679639340.129,0.0,3.9811,0.5,3.9699
model-1679639340,1679639340.13,0.5,3.9705,0.5,3.975
model-1679639340,1679639340.131,0.0,3.9849,0.5,3.9738
model-1679639340,1679639340.131,0.5,3.9696,0.0,3.987
model-1679639340,1679639340.132,0.0,3.9791,0.5,3.9723
model-1679639340,1679639340.133,0.5,3.9613,0.0,3.9798
model-1679639340,1679639340.134,1.0,3.9547,0.5,3.9604
model-1679639340,1679639340.134,0.0,3.9723,0.5,3.9608
model-1679639340,1679639340.135,0.0,3.976,0.5,3.9676
model-1679639340,1679639340.136,0.5,3.9634,0.5,3.9706
model-1679639340,1679639340.137,1.0,3.9445,0.0,4.0025
model-1679639340,1679639340.138,0.0,3.9869,0.0,4.0088
model-1679639340,1679639340.139,0.5,3.9779,1.0,3.9645
model-1679639340,1679639340.14,0.0,3.9804,0.5,3.9668
model-1679639340,1679639340.141,0.0,3.9765,1.0,3.9482
model-1679639340,1679639340.142,1.0,3.9663,0.5,3.9765
model-1679639340,1679639340.143,0.5,3.9631,0.0,3.9814
model-1679639340,1679639340.143,0.5,3.9755,1.0,3.9479
model-1679639340,1679639340.144,0.0,3.9993,0.5,3.9651
model-1679639340,1679639340.145,0.0,3.9783,0.5,3.9674
model-1679639340,1679639340.147,0.0,3.9837,0.0,3.9831
model-1679639340,1679639340.147,0.5,3.9701,0.5,3.9599
model-1679639340,1679639340.148,0.5,3.9658,0.0,3.9772
model-1679639340,1679639340.149,0.5,3.9707,0.0,3.9718
model-1679639340,1679639340.15,0.0,3.9753,1.0,3.9571
model-1679639340,1679639340.151,1.0,3.9558,0.5,3.9643
model-1679639340,1679639340.151,1.0,3.9613,1.0,3.9648
model-1679639340,1679639340.152,0.5,3.9586,1.0,3.9539
model-1679639340,1679639340.153,0.5,3.968,0.0,3.9714
model-1679639340,1679639340.154,0.0,3.9802,0.5,3.9637
model-1679639340,1679639340.155,0.5,3.9703,1.0,3.9515
model-1679639340,1679639340.155,0.0,3.9807,0.5,3.9691
model-1679639340,1679639340.156,0.0,3.9717,0.0,3.9787
model-1679639340,1679639340.157,1.0,3.9548,0.0,3.9732
model-1679639340,1679639340.158,0.0,3.9682,0.0,3.9829
model-1679639340,1679639340.159,0.0,3.9807,0.0,3.9812
model-1679639340,1679639340.159,1.0,3.9625,0.5,3.9585
model-1679639340,1679639340.16,0.5,3.9659,0.5,3.9586
model-1679639340,1679639340.161,1.0,3.9456,0.5,3.9585
model-1679639340,1679639340.166,0.0,3.9818,0.0,3.9844
model-1679639340,1679639340.167,0.5,3.9672,0.0,3.9829
model-1679639340,1679639340.168,0.0,3.9772,0.0,3.9849
model-1679639340,1679639340.169,0.0,3.9818,0.0,3.9698
model-1679639340,1679639340.17,0.5,3.9615,0.0,3.979
model-1679639340,1679639340.171,1.0,3.9391,0.0,3.978
model-1679639340,1679639340.172,0.0,3.9765,0.5,3.9593
model-1679639340,1679639340.173,0.0,3.9805,0.0,3.9711
model-1679639340,1679639340.174,1.0,3.959,0.5,3.9542
model-1679639340,1679639340.175,0.5,3.9742,0.5,3.9544
model-1679639340,1679639340.175,0.5,3.962,0.0,3.9643
model-1679639340,1679639340.176,0.5,3.9648,0.5,3.9724
model-1679639340,1679639340.177,0.5,3.9721,0.5,3.9676
model-1679639340,1679639340.178,0.0,3.9766,0.5,3.9716
model-1679639340,1679639340.179,0.5,3.9624,0.5,3.968
model-1679639340,1679639340.18,0.5,3.9555,0.5,3.9608
model-1679639340,1679639340.181,0.0,3.9722,0.5,3.9528
model-1679639340,1679639340.182,0.0,3.9694,1.0,3.9532
model-1679639340,1679639340.182,0.5,3.9748,1.0,3.9534
model-1679639340,1679639340.184,0.5,3.9653,0.5,3.9609
model-1679639340,1679639340.185,0.5,3.9771,1.0,3.9517
model-1679639340,1679639340.185,0.5,3.9549,0.5,3.9593
model-1679639340,1679639340.186,0.0,3.9711,1.0,3.95
model-1679639340,1679639340.187,0.5,3.9771,0.5,3.9521
model-1679639340,1679639340.187,0.5,3.9584,0.5,3.9625
model-1679639340,1679639340.188,0.0,3.977,0.5,3.9651
model-1679639340,1679639340.189,0.5,3.9731,0.0,3.9696
model-1679639340,1679639340.189,0.5,3.9515,1.0,3.9635
model-1679639340,1679639340.19,0.0,3.9727,0.5,3.9504
model-1679639340,1679639340.191,0.5,3.9663,0.5,3.9502
model-1679639340,1679639340.192,0.5,3.9635,0.5,3.9548
model-1679639340,1679639340.192,0.5,3.9662,1.0,3.9466
model-1679639340,1679639340.193,1.0,3.9352,0.0,3.9682
model-1679639340,1679639340.194,1.0,3.9643,0.5,3.9662
model-1679639340,1679639340.194,0.0,3.9705,0.0,3.9697
model-1679639340,1679639340.195,0.5,3.9656,0.5,3.9527
model-1679639340,1679639340.196,0.5,3.9694,1.0,3.9464
model-1679639340,1679639340.196,0.5,3.9765,0.5,3.952
model-1679639340,1679639340.197,1.0,3.944,0.0,3.9787
model-1679639340,1679639340.198,0.0,3.9762,0.0,3.9757
model-1679639340,1679639340.199,0.0,3.9817,1.0,3.9456
model-1679639340,1679639340.199,1.0,3.949,0.5,3.9781
model-1679639340,1679639340.2,0.0,3.9794,1.0,3.9581
model-1679639340,1679639340.201,0.0,3.9834,0.0,3.9826
model-1679639340,1679639340.202,0.5,3.9724,0.0,3.9802
model-1679639340,1679639340.202,0.0,3.9699,0.5,3.9537
model-1679639340,1679639340.203,0.5,3.9716,0.5,3.9526
model-1679639340,1679639340.204,0.0,3.9724,1.0,3.9473
model-1679639340,1679639340.205,0.5,3.9768,1.0,3.9627
model-1679639340,1679639340.206,0.5,3.9533,1.0,3.9529
model-1679639340,1679639340.207,0.0,3.9786,0.0,3.9754
model-1679639340,1679639340.208,1.0,3.9521,0.0,3.9735
model-1679639340,1679639340.209,0.0,3.9624,0.5,3.9658
model-1679639340,1679639340.209,1.0,3.9506,1.0,3.9504
model-1679639340,1679639340.21,0.5,3.9623,0.5,3.9594
model-1679639340,1679639340.211,0.5,3.9681,0.5,3.9592
model-1679639340,1679639340.212,0.5,3.951,0.0,3.9776
model-1679639340,1679639340.212,0.5,3.9574,0.5,3.9754
model-1679639340,1679639340.213,0.5,3.9754,0.0,3.9871
model-1679639340,1679639340.214,0.5,3.9638,0.5,3.9604
model-1679639340,1679639340.215,0.5,3.9638,0.0,3.9847
model-1679639340,1679639340.215,0.5,3.9624,0.0,3.9697
model-1679639340,1679639340.216,0.5,3.9491,0.5,3.9646
model-1679639340,1679639340.217,0.5,3.9753,1.0,3.9465
model-1679639340,1679639340.218,1.0,3.9432,0.0,3.9716
model-1679639340,1679639340.219,0.0,3.9766,0.5,3.9502
model-1679639340,1679639340.22,0.5,3.9637,0.0,3.9704
model-1679639340,1679639340.221,0.5,3.9651,0.0,3.9697
model-1679639340,1679639340.222,0.0,3.9776,0.5,3.9633
model-1679639340,1679639340.223,0.0,3.978,0.5,3.9544
model-1679639340,1679639340.223,0.5,3.9485,1.0,3.9404
model-1679639340,1679639340.224,0.0,3.9715,0.5,3.9536
model-1679639340,1679639340.225,0.5,3.9551,0.0,3.9712
model-1679639340,1679639340.226,1.0,3.9496,1.0,3.9466
model-1679639340,1679639340.226,0.5,3.9522,0.0,3.973
model-1679639340,1679639340.227,0.5,3.9565,0.5,3.9538
model-1679639340,1679639340.228,0.5,3.959,1.0,3.9459
model-1679639340,1679639340.229,0.5,3.9564,1.0,3.9458
model-1679639340,1679639340.23,1.0,3.9299,0.5,3.9524
model-1679639340,1679639340.23,0.0,3.9876,1.0,3.9468
model-1679639340,1679639340.231,1.0,3.9565,1.0,3.9475
model-1679639340,1679639340.232,0.5,3.9509,0.5,3.9683
model-1679639340,1679639340.233,0.0,3.9666,1.0,3.9489
model-1679639340,1679639340.234,0.5,3.9829,0.0,3.979
model-1679639340,1679639340.235,1.0,3.94,0.0,3.9787
model-1679639340,1679639340.236,0.5,3.9808,0.5,3.9554
model-1679639340,1679639340.236,0.5,3.9677,0.5,3.9668
model-1679639340,1679639340.237,0.5,3.9544,0.5,3.9503
model-1679639340,1679639340.238,1.0,3.9359,1.0,3.9654
model-1679639340,1679639340.239,0.5,3.9714,0.5,3.9654
model-1679639340,1679639340.24,0.5,3.9675,0.0,3.9678
model-1679639340,1679639340.241,0.0,3.9707,0.5,3.9601
model-1679639340,1679639340.241,0.5,3.97,0.0,3.9787
model-1679639340,1679639340.242,0.5,3.9618,1.0,3.9445
model-1679639340,1679639340.243,0.5,3.9706,0.0,3.98
model-1679639340,1679639340.244,1.0,3.9429,0.5,3.962
model-1679639340,1679639340.244,0.0,3.9778,0.5,3.9609
model-1679639340,1679639340.245,0.5,3.9628,0.0,3.9781
model-1679639340,1679639340.246,0.0,3.981,0.5,3.973
model-1679639340,1679639340.247,0.5,3.9617,0.5,3.9509
model-1679639340,1679639340.248,0.5,3.9621,0.5,3.9692
model-1679639340,1679639340.249,0.5,3.9511,0.0,3.9801
model-1679639340,1679639340.249,1.0,3.9383,1.0,3.9464
model-1679639340,1679639340.25,0.0,3.9741,0.5,3.9686
model-1679639340,1679639340.251,0.0,3.9751,0.0,3.9733
model-1679639340,1679639340.251,0.5,3.9506,0.5,3.9728
model-1679639340,1679639340.252,1.0,3.9348,1.0,3.9457
model-1679639340,1679639340.253,0.0,3.9723,1.0,3.9481
model-1679639340,1679639340.254,0.5,3.9697,1.0,3.9665
model-1679639340,1679639340.255,1.0,3.9662,1.0,3.9617
model-1679639340,1679639340.256,0.0,3.9746,1.0,3.961
model-1679639340,1679639340.256,1.0,3.9648,0.5,3.9528
model-1679639340,1679639340.257,0.5,3.9558,0.0,3.9761
model-1679639340,1679639340.258,1.0,3.963,1.0,3.9475
model-1679639340,1679639340.259,0.0,3.9759,0.0,3.983
model-1679639340,1679639340.26,0.0,3.9705,0.5,3.9493
model-1679639340,1679639340.26,0.0,3.9743,1.0,3.9643
model-1679639340,1679639340.261,0.0,3.9726,1.0,3.9595
model-1679639340,1679639340.262,0.5,3.9608,1.0,3.9484
model-1679639340,1679639340.263,1.0,3.9627,0.5,3.9689
model-1679639340,1679639340.264,1.0,3.9668,0.5,3.9685
model-1679639340,1679639340.264,0.5,3.9515,0.5,3.9675
model-1679639340,1679639340.267,0.5,3.9511,1.0,3.9457
model-1679639340,1679639340.268,0.5,3.9541,1.0,3.9488
model-1679639340,1679639340.269,1.0,3.9633,1.0,3.9581
model-1679639340,1679639340.27,0.0,3.9755,0.0,3.9707
model-1679639340,1679639340.271,0.5,3.9695,1.0,3.9596
model-1679639340,1679639340.272,0.5,3.9736,0.5,3.9482
model-1679639340,1679639340.272,0.0,3.9748,0.0,3.974
model-1679639340,1679639340.274,1.0,3.9481,0.5,3.966
model-1679639340,1679639340.274,0.5,3.9658,0.5,3.9523
model-1679639340,1679639340.275,0.0,3.9722,1.0,3.9591
model-1679639340,1679639340.276,0.5,3.9654,0.5,3.9633
model-1679639340,1679639340.277,0.5,3.9641,0.5,3.952
model-1679639340,1679639340.278,1.0,3.9453,0.0,3.9667
model-1679639340,1679639340.284,1.0,3.9601,0.5,3.9664
model-1679639340,1679639340.285,0.5,3.9612,0.5,3.9511
model-1679639340,1679639340.286,0.5,3.9657,0.5,3.9639
model-1679639340,1679639340.287,0.0,3.9736,0.5,3.9477
model-1679639340,1679639340.288,0.5,3.9608,0.0,3.9644
model-1679639340,1679639340.289,1.0,3.9341,0.5,3.9568
model-1679639340,1679639340.29,0.0,3.9727,0.0,3.9753
model-1679639340,1679639340.291,0.5,3.97,0.5,3.958
model-1679639340,1679639340.292,1.0,3.9573,0.5,3.9718
model-1679639340,1679639340.293,0.5,3.9643,0.5,3.9492
model-1679639340,1679639340.294,0.5,3.9607,1.0,3.9497
model-1679639340,1679639340.295,1.0,3.9533,0.5,3.9758
model-1679639340,1679639340.296,0.5,3.9682,0.5,3.9672
model-1679639340,1679639340.297,0.5,3.9711,0.5,3.9535
model-1679639340,1679639340.297,0.5,3.958,0.5,3.9696
model-1679639340,1679639340.298,1.0,3.9465,1.0,3.9578
model-1679639340,1679639340.299,0.0,3.9719,1.0,3.9421
model-1679639340,1679639340.3,0.0,3.967,1.0,3.9618
model-1679639340,1679639340.301,0.5,3.9686,1.0,3.9519
model-1679639340,1679639340.302,0.5,3.9597,0.0,3.9712
model-1679639340,1679639340.303,0.5,3.9786,1.0,3.9522
model-1679639340,1679639340.304,0.5,3.9538,0.5,3.9679
model-1679639340,1679639340.305,0.0,3.976,1.0,3.9585
model-1679639340,1679639340.306,0.0,3.9795,0.5,3.9575
model-1679639340,1679639340.306,0.5,3.9591,1.0,3.9574
model-1679639340,1679639340.307,0.0,3.9755,1.0,3.9558
model-1679639340,1679639340.308,0.5,3.9684,1.0,3.944
model-1679639340,1679639340.309,1.0,3.9494,1.0,3.9477
model-1679639340,1679639340.31,0.0,3.9699,0.0,3.9743
model-1679639340,1679639340.311,0.5,3.9627,1.0,3.9491
model-1679639340,1679639340.312,0.5,3.9562,1.0,3.9487
model-1679639340,1679639340.313,0.5,3.9605,1.0,3.9562
model-1679639340,1679639340.314,1.0,3.9324,0.5,3.9659
model-1679639340,1679639340.314,1.0,3.9598,0.0,3.9766
model-1679639340,1679639340.315,0.5,3.9662,1.0,3.9638
model-1679639340,1679639340.316,1.0,3.9609,0.0,3.9712
model-1679639340,1679639340.317,0.5,3.9671,1.0,3.9538
model-1679639340,1679639340.318,0.5,3.9718,0.0,3.9802
model-1679639340,1679639340.319,1.0,3.9416,1.0,3.9432
model-1679639340,1679639340.32,0.0,3.9721,0.0,3.9745
model-1679639340,1679639340.321,0.0,3.9814,1.0,3.9454
model-1679639340,1679639340.322,1.0,3.9438,0.5,3.9555
model-1679639340,1679639340.323,0.5,3.9714,0.5,3.9558
model-1679639340,1679639340.323,0.0,3.9752,1.0,3.9437
model-1679639340,1679639340.324,0.5,3.9702,1.0,3.9438
model-1679639340,1679639340.325,0.5,3.9656,1.0,3.9485
model-1679639340,1679639340.326,0.5,3.965,0.5,3.9661
model-1679639340,1679639340.327,0.5,3.9684,0.5,3.9558
model-1679639340,1679639340.328,0.5,3.9686,1.0,3.9627
model-1679639340,1679639340.329,0.5,3.9506,1.0,3.9562
model-1679639340,1679639340.33,0.5,3.9722,1.0,3.9578
model-1679639340,1679639340.33,1.0,3.9441,0.0,3.9682
model-1679639340,1679639340.331,1.0,3.9588,1.0,3.9633
model-1679639340,1679639340.332,0.5,3.9471,0.5,3.9542
model-1679639340,1679639340.333,0.5,3.9619,0.5,3.9547
model-1679639340,1679639340.333,0.5,3.9629,0.5,3.9517
model-1679639340,1679639340.334,1.0,3.9463,0.5,3.9544
model-1679639340,1679639340.335,1.0,3.956,0.5,3.9586
model-1679639340,1679639340.336,0.5,3.9672,0.5,3.9652
model-1679639340,1679639340.336,0.5,3.9595,0.5,3.952
model-1679639340,1679639340.337,0.5,3.9585,0.5,3.9631
model-1679639340,1679639340.338,0.5,3.9611,0.5,3.9495
model-1679639340,1679639340.339,0.5,3.9464,1.0,3.9465
model-1679639340,1679639340.339,0.5,3.9709,0.5,3.9672
model-1679639340,1679639340.34,1.0,3.9395,1.0,3.9585
model-1679639340,1679639340.341,0.0,3.9759,0.5,3.9572
model-1679639340,1679639340.342,0.5,3.9599,0.5,3.9485
model-1679639340,1679639340.343,1.0,3.9582,1.0,3.9546
model-1679639340,1679639340.344,0.0,3.9748,0.5,3.9628
model-1679639340,1679639340.344,0.5,3.9727,0.5,3.9622
model-1679639340,1679639340.345,1.0,3.9447,0.5,3.9582
model-1679639340,1679639340.346,0.5,3.9638,1.0,3.9458
model-1679639340,1679639340.347,1.0,3.9481,0.0,3.9772
model-1679639340,1679639340.347,1.0,3.9412,0.5,3.9522
model-1679639340,1679639340.348,0.5,3.9518,1.0,3.9363
model-1679639340,1679639340.349,1.0,3.9498,1.0,3.9401
model-1679639340,1679639340.35,1.0,3.9531,1.0,3.9433
model-1679639340,1679639340.351,0.5,3.9521,1.0,3.9457
model-1679639340,1679639340.351,1.0,3.9298,1.0,3.9349
model-1679639340,1679639340.352,0.5,3.9827,1.0,3.9357
model-1679639340,1679639340.353,1.0,3.9527,1.0,3.9626
model-1679639340,1679639340.353,1.0,3.9431,1.0,3.9628
model-1679639340,1679639340.354,0.5,3.9653,0.5,3.9727
model-1679639340,1679639340.355,0.5,3.9707,0.5,3.9626
model-1679639340,1679639340.356,1.0,3.9382,1.0,3.9461
model-1679639340,1679639340.357,0.5,3.9705,1.0,3.9461
model-1679639340,1679639340.358,1.0,3.9635,1.0,3.9453
model-1679639340,1679639340.359,1.0,3.9516,1.0,3.9534
model-1679639340,1679639340.36,1.0,3.9341,1.0,3.9362
model-1679639340,1679639340.361,0.5,3.9634,0.5,3.9646
model-1679639340,1679639340.362,0.5,3.9633,0.5,3.9642
model-1679639340,1679639340.363,0.0,3.9695,0.5,3.9561
model-1679639340,1679639340.364,0.5,3.9683,1.0,3.9549
model-1679639340,1679639340.365,0.5,3.9575,0.5,3.9566
model-1679639340,1679639340.366,1.0,3.9585,1.0,3.9444
model-1679639340,1679639340.366,1.0,3.9412,0.5,3.973
model-1679639340,1679639340.367,0.0,3.9723,1.0,3.9475
model-1679639340,1679639340.368,0.5,3.9587,1.0,3.9544
model-1679639340,1679639340.368,0.5,3.9728,0.5,3.9571
model-1679639340,1679639340.369,0.5,3.9537,1.0,3.9463
model-1679639340,1679639340.369,0.5,3.9582,1.0,3.944
model-1679639340,1679639340.37,1.0,3.946,1.0,3.9458
model-1679639340,1679639340.371,1.0,3.9372,1.0,3.9413
model-1679639340,1679639340.372,0.0,3.9718,0.5,3.9541
model-1679639340,1679639340.373,0.0,3.9763,0.5,3.951
model-1679639340,1679639340.374,1.0,3.9435,0.5,3.97
model-1679639340,1679639340.374,1.0,3.9335,0.5,3.9501
model-1679639340,1679639340.375,0.5,3.9637,0.0,3.9782
model-1679639340,1679639340.376,1.0,3.9595,0.5,3.9494
model-1679639340,1679639340.377,0.5,3.9634,1.0,3.9646
model-1679639340,1679639340.377,0.5,3.9651,1.0,3.9481
model-1679639340,1679639340.378,1.0,3.9559,1.0,3.9463
model-1679639340,1679639340.379,1.0,3.9499,1.0,3.9539
model-1679639340,1679639340.379,1.0,3.9592,1.0,3.9485
model-1679639340,1679639340.38,0.5,3.9667,0.0,3.9783
model-1679639340,1679639340.381,0.5,3.9606,1.0,3.943
model-1679639340,1679639340.381,0.0,3.9669,1.0,3.9531
model-1679639340,1679639340.382,0.0,3.9672,1.0,3.9513
model-1679639340,1679639340.384,1.0,3.9496,1.0,3.9478
model-1679639340,1679639340.385,1.0,3.9603,1.0,3.961
model-1679639340,1679639340.386,1.0,3.9641,1.0,3.9411
model-1679639340,1679639340.387,0.5,3.949,1.0,3.9614
model-1679639340,1679639340.388,1.0,3.9409,1.0,3.9589
model-1679639340,1679639340.388,0.5,3.9535,1.0,3.942
model-1679639340,1679639340.389,1.0,3.9592,0.0,3.9777
model-1679639340,1679639340.39,0.5,3.9643,0.5,3.9647
model-1679639340,1679639340.391,0.5,3.9681,1.0,3.9599
model-1679639340,1679639340.392,0.5,3.9699,0.5,3.9508
model-1679639340,1679639340.393,0.0,3.9753,0.0,3.9719
model-1679639340,1679639340.394,1.0,3.944,0.5,3.9644
model-1679639340,1679639340.395,0.5,3.9651,1.0,3.9606
model-1679639340,1679639340.396,0.5,3.9646,1.0,3.9357
model-1679639340,1679639340.397,1.0,3.956,1.0,3.9535
model-1679639340,1679639340.398,0.5,3.9586,1.0,3.9447
model-1679639340,1679639340.399,1.0,3.9482,1.0,3.9558
model-1679639340,1679639340.404,1.0,3.9436,1.0,3.9606
model-1679639340,1679639340.405,1.0,3.9483,0.5,3.9548
model-1679639340,1679639340.406,0.5,3.9554,0.5,3.9546
model-1679639340,1679639340.407,0.0,3.9718,0.5,3.959
model-1679639340,1679639340.408,1.0,3.9592,0.5,3.9663
model-1679639340,1679639340.409,1.0,3.9361,0.5,3.9658
model-1679639340,1679639340.41,0.5,3.9681,0.5,3.9573
model-1679639340,1679639340.41,0.5,3.9649,1.0,3.9407
model-1679639340,1679639340.411,1.0,3.9531,0.5,3.964
model-1679639340,1679639340.412,0.5,3.9569,1.0,3.9387
model-1679639340,1679639340.413,1.0,3.9563,1.0,3.9465
model-1679639340,1679639340.414,1.0,3.9445,0.5,3.9478
model-1679639340,1679639340.415,0.5,3.9622,1.0,3.9465
model-1679639340,1679639340.415,0.5,3.9619,0.5,3.9474
model-1679639340,1679639340.416,0.5,3.9586,1.0,3.9555
model-1679639340,1679639340.417,1.0,3.9425,1.0,3.9467
model-1679639340,1679639340.418,0.0,3.9641,1.0,3.9424
model-1679639340,1679639340.419,0.0,3.9631,1.0,3.9329
model-1679639340,1679639340.42,0.5,3.9584,1.0,3.9421
model-1679639340,1679639340.421,1.0,3.9528,1.0,3.9524
model-1679639340,1679639340.422,0.5,3.966,1.0,3.9413
model-1679639340,1679639340.422,0.5,3.9532,1.0,3.9629
model-1679639340,1679639340.423,0.0,3.9712,1.0,3.9442
model-1679639340,1679639340.424,0.5,3.9684,1.0,3.9371
model-1679639340,1679639340.424,0.5,3.9559,0.0,3.9764
model-1679639340,1679639340.425,0.0,3.9755,1.0,3.9386
model-1679639340,1679639340.426,0.5,3.961,0.5,3.9504
model-1679639340,1679639340.427,1.0,3.9461,1.0,3.9574
model-1679639340,1679639340.428,0.5,3.9704,1.0,3.9498
model-1679639340,1679639340.428,1.0,3.9548,0.5,3.9707
model-1679639340,1679639340.429,1.0,3.9559,0.5,3.9531
model-1679639340,1679639340.43,0.5,3.9588,1.0,3.959
model-1679639340,1679639340.431,1.0,3.9315,0.0,3.9696
model-1679639340,1679639340.432,1.0,3.9553,0.5,3.977
model-1679639340,1679639340.433,1.0,3.9648,1.0,3.947
